	m1_multipep_001_nat	m1_nopep_001_nat	m1_onexpep_001_nat	m2_multipep_001_nat	m2_nopep_001_nat	m2_onexpep_001_nat	m3_multipep_001_nat	m3_nopep_001_nat	m3_onexpep_001_nat	m4_multipep_001_nat	m4_nopep_001_nat	m4_onexpep_001_nat	m5_multipep_001_nat
Taf9	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf9b	285	528	344	751	382	392	461	478	352	575	476	404	466
Tagap	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagap1	530	607	418	711	407	551	512	675	583	1305	1009	804	1160
Tagln	27	100	66	71	89	101	54	90	131	98	138	105	68
Tagln2	15901	6127	5001	15421	2419	8832	19852	6073	6438	22493	5392	4049	18185
Tagln3	17	27	17	31	22	24	23	29	33	70	50	51	69
Tal1	0	0	5	0	2	2	2	0	7	5	2	1	0
Tal2	4	9	5	10	2	6	10	6	3	11	7	5	12
Taldo1	3105	3007	2096	3001	1460	2928	4129	3282	2172	4203	2717	2022	3773
Tamm41	756	732	533	1068	643	645	867	895	767	1807	1641	1360	1733
Tanc1	1799	8152	5005	2959	6541	5367	1821	5803	5217	5432	12581	7351	4010
Tanc2	1368	791	706	2746	825	847	1653	577	818	2789	1317	1204	4341
Tango2	832	1560	996	1448	1093	1341	1020	1271	1289	2365	2493	2103	1987
Tango6	1310	1742	1327	2562	1613	1224	1713	1436	1362	4532	3584	2838	3195
Tank	1943	3723	2532	4639	3757	2612	2254	2784	3140	5652	5791	4808	5195
Taok1	1983	3209	2833	3947	3174	2677	2358	3275	3690	6096	6223	5207	4861
Taok2	2643	2752	2289	2764	1377	2698	3003	2353	2391	5828	3717	3422	4494
Taok3	4886	6999	5972	6964	5414	6133	5661	6081	6672	13094	13016	10355	9755
Tap1	6829	5054	6211	6048	2379	8195	8805	5185	8041	15090	6641	9206	9999
Tap2	2648	2942	2613	2541	1496	3216	3464	2820	3100	5064	3365	3507	3783
Tapbp	6811	8390	8700	6243	2941	11051	9191	7094	10386	13718	8177	10242	9027
Tapbpl	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapt1	2690	5400	4934	4723	4810	4274	3081	4230	4497	7138	8765	8058	5238
Tarbp1	1467	1776	1139	2298	1167	1089	1793	1651	1083	3246	2900	2005	2907
Tarbp2	837	734	450	865	382	551	1026	738	522	1508	955	647	1016
Tardbp	8216	6700	4361	12932	4838	5355	10194	5720	4285	12777	7953	6888	12203
Tarm1	1	5	5	0	7	3	1	1	6	0	6	16	6
Tars	4268	2072	1465	5169	1197	1951	5578	1963	1595	8233	2028	1781	5595
Tars2	2055	1883	1383	2460	1357	1610	2373	1665	1437	4114	2952	2695	3801
Tarsl2	492	489	288	837	340	426	733	417	365	1169	734	452	1049
Tas1r1	34	16	14	45	13	31	51	15	26	52	9	9	38
Tas1r2	0	3	1	0	0	0	0	1	0	2	0	0	0
Tas1r3	86	129	117	78	114	130	64	121	123	275	267	211	189
Tas2r102	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r108	0	5	0	0	5	0	0	1	0	0	4	1	0
Tas2r109	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r111-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r119	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r126	0	2	0	0	1	0	0	1	4	1	3	3	1
Tas2r129	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r135	3	4	0	1	0	0	0	5	0	0	9	8	1
Tas2r136	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r137	0	6	2	4	2	2	0	0	3	3	2	1	2
Tas2r138	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r141-ps4	0	4	0	0	2	2	0	2	0	0	4	0	0
Tas2r142-ps5	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r143	0	1	1	0	3	0	0	0	1	0	5	8	0
Tas2r144	0	0	0	0	0	0	0	0	0	0	0	0	1
Tas2r145-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r146-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasp1	1659	10421	4449	4193	15717	3750	1656	7618	3721	5943	16010	8126	4804
Tat	0	0	0	0	0	0	1	0	0	0	0	0	2
Tatdn1	777	1422	1071	1641	1366	1165	828	1197	1307	2462	2465	2287	2272
Tatdn2	2619	3373	2645	3451	1819	3327	3485	3756	3781	5559	4063	3253	3617
Tatdn3	249	301	207	408	280	232	264	271	292	853	630	536	655
Tax1bp1	4756	8480	5829	9051	6310	6355	6376	7464	6134	9305	9048	6738	7891
Tax1bp3	109	103	116	95	64	109	120	94	94	135	102	54	92
Taz	447	894	621	547	510	631	526	740	730	1257	1347	1353	1217
Tbata	6	5	0	6	1	0	1	0	0	3	0	0	0
Tbc1d1	7417	7748	7835	12796	6455	8529	7882	5642	8246	22261	11865	10135	14949
Tbc1d10a	719	1254	983	807	716	1037	901	1310	1326	1978	2086	1837	1522
Tbc1d10b	2849	1530	1334	2326	618	1761	3036	1292	1415	4725	1758	1505	3690
Tbc1d10c	2690	8956	6597	3370	4048	6680	3421	7044	6482	5730	11449	10206	5591
Tbc1d12	416	377	384	969	326	420	441	236	472	1307	572	589	920
Tbc1d13	1330	1523	1063	1466	658	1230	1805	1320	1161	2405	1635	1341	2203
Tbc1d14	2393	4037	2668	4606	3414	3752	3677	3629	3800	6908	5916	4639	5281
Tbc1d15	1813	3617	2626	3711	2778	2776	2593	2942	2405	4636	4348	3666	3726
Tbc1d16	57	263	122	104	290	227	118	350	190	174	441	178	228
Tbc1d17	657	930	734	572	320	603	798	783	774	1276	1118	1054	945
Tbc1d19	592	387	285	1415	644	427	642	361	400	2039	804	668	1530
Tbc1d2	49	61	111	140	69	243	136	71	379	182	145	268	212
Tbc1d20	1709	3078	2270	1997	1566	2683	2136	2640	2667	3343	3508	2925	2577
Tbc1d21	0	0	0	0	0	0	0	0	0	1	0	0	0
Tbc1d22a	2988	6161	5038	5595	5653	5608	4019	5855	7039	10582	11917	9898	7547
Tbc1d22b	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22bos	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d23	875	1796	1461	2167	1794	1421	1095	1441	1658	3080	2849	2502	2339
Tbc1d24	34	18	11	54	16	22	50	43	13	158	49	29	139
Tbc1d25	414	429	324	483	259	412	533	366	356	1154	633	489	797
Tbc1d2b	3083	2456	2488	5142	1911	2415	2744	2252	2512	7694	5455	4842	7440
Tbc1d30	297	70	126	436	56	145	373	65	120	475	47	70	491
Tbc1d31	1520	751	584	2366	856	946	1582	923	611	4650	1131	713	4293
Tbc1d32	390	400	297	1018	517	370	466	283	298	1277	472	399	1024
Tbc1d4	393	658	575	1087	916	783	509	799	837	707	798	603	1070
Tbc1d5	3541	8995	6451	11332	10106	6551	4192	4583	4466	9211	10245	9106	8857
Tbc1d7	485	174	160	564	152	225	579	182	207	941	246	250	888
Tbc1d8	306	625	450	668	639	500	348	767	623	795	889	545	723
Tbc1d8b	445	1104	1021	1015	918	824	450	727	711	1029	1180	1030	791
Tbc1d9	1	18	13	10	15	17	7	26	20	25	24	29	15
Tbc1d9b	2525	2956	2536	2589	1519	3284	2921	2880	3257	4855	4384	3933	5032
Tbca	1693	4952	3117	3022	3967	2662	2205	4341	2570	3441	5518	3986	3361
Tbcb	1099	622	537	1189	286	689	1327	733	572	1691	504	529	1292
Tbcc	278	206	204	291	90	192	385	197	174	438	197	202	307
Tbccd1	712	873	701	1258	858	764	846	830	807	1827	1671	1317	1598
Tbcd	3610	4448	4012	5217	2965	4109	4271	3727	4265	9741	7278	6554	7526
Tbce	1459	2473	1776	3065	2017	1787	1968	2060	2276	4749	4019	3559	3813
Tbcel	1558	3514	3760	2287	2577	3250	1947	3177	3898	4268	6463	7486	3367
Tbck	1924	3640	2787	3807	3548	3087	2225	3014	3075	5036	6010	5725	4304
Tbk1	1838	2607	2054	3087	2177	2402	2370	2527	2714	4967	4511	4469	4121
Tbkbp1	425	69	363	481	38	419	620	86	466	1152	46	315	643
Tbl1x	7974	10763	8397	16507	8375	7982	9739	7111	7818	20648	13481	12131	14946
Tbl1xr1	7566	13219	10172	22191	15120	13483	11422	9837	13767	19187	18616	17324	16978
Tbl2	2081	669	717	1817	397	948	1864	624	543	3344	1019	771	2287
Tbl3	1893	956	636	1769	463	853	2385	861	670	3107	895	746	2350
Tbp	1141	1200	896	1996	1023	1084	1322	1060	988	2246	1844	1519	2089
Tbpl1	1183	1586	1362	2217	1446	1508	1424	1391	1414	3211	2538	1940	2437
Tbpl2	0	0	0	1	0	0	0	0	0	0	0	0	1
Tbr1	31	79	36	65	72	30	31	72	38	60	51	15	23
Tbrg1	2380	2252	1603	2151	1063	1908	2868	2075	1701	3880	2148	1667	2771
Tbrg4	3036	2056	1415	3490	1017	1918	4017	2290	2085	6638	2763	2096	4599
Tbx1	0	1	0	0	1	0	0	0	1	0	0	0	0
Tbx10	1	12	7	5	3	3	2	10	11	7	5	7	4
Tbx15	4	24	11	16	8	6	7	15	8	19	23	13	21
Tbx18	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx19	20	19	12	30	22	24	20	21	16	26	28	14	35
Tbx2	5	77	22	13	31	16	17	37	24	18	75	52	10
Tbx20	0	0	0	0	0	0	0	0	0	1	0	0	0
Tbx21	2374	335	1170	2835	275	1761	2420	331	1721	5027	564	1892	3042
Tbx22	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx3	0	0	0	2	0	0	0	0	0	0	0	0	1
Tbx3os1	0	1	0	1	0	0	0	0	0	0	1	1	2
Tbx3os2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx4	1	0	0	2	1	0	1	0	0	2	1	0	5
Tbx5	0	1	0	0	0	0	0	0	0	0	0	0	0
Tbx6	58	248	196	84	125	150	75	183	167	191	367	434	142
Tbxa2r	447	1715	1139	616	624	1238	757	1123	900	884	2033	1331	638
Tbxas1	5	112	49	12	138	32	6	81	41	27	113	72	9
Tc2n	2	1	0	3	1	1	2	1	1	2	2	2	3
Tcaf1	0	0	0	1	0	0	0	0	1	0	0	1	0
Tcaf2	0	0	0	0	0	0	0	0	0	0	0	1	1
Tcaf3	0	0	0	0	1	0	0	0	0	1	0	0	1
Tcaim	119	317	238	235	294	238	128	336	281	414	741	617	460
Tcam1	44	6	17	38	8	12	60	6	20	128	22	26	134
Tcap	0	4	0	1	3	1	2	5	0	5	2	0	4
Tcea1	1904	1990	1513	3585	1518	1656	2362	2124	1490	3535	2030	1653	2890
Tcea1-ps1	22	23	19	36	14	19	25	24	12	41	25	15	35
Tcea2	185	520	360	300	358	433	249	619	566	790	1193	955	723
Tcea3	1	5	7	3	9	6	1	9	9	7	19	14	7
Tceal1	2	3	4	3	5	8	10	2	11	11	11	5	8
Tceal3	16	3	5	13	3	2	17	8	8	14	2	6	36
Tceal5	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal6	1	0	0	0	0	0	0	0	0	0	0	0	3
Tceal7	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal8	5	0	0	10	1	2	10	0	1	19	1	0	8
Tceal9	403	273	332	656	241	415	635	406	269	628	204	173	697
Tceanc	204	321	235	322	263	276	257	320	369	475	507	425	409
Tceanc2	774	1503	1165	1130	1041	1058	935	1168	1111	1862	2460	2015	1632
Tcerg1	6304	4634	3610	13003	4605	4785	8735	4417	4405	15978	7613	6302	12596
Tcerg1l	3	3	2	2	1	3	1	8	5	2	8	12	3
Tcf12	8155	26630	19110	23955	32813	17800	9900	15556	16143	24269	32907	26535	18280
Tcf15	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf19	1663	1954	1039	1759	1229	2156	2375	2473	918	2074	1810	684	2134
Tcf20	11968	18338	11456	17205	12775	12360	14626	17403	13385	29119	24573	20318	23874
Tcf21	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf23	0	0	0	0	0	2	0	0	0	0	3	0	0
Tcf24	0	3	0	3	6	0	1	16	1	2	9	0	3
Tcf25	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf3	4620	3909	3144	3799	1496	3884	5653	3392	3248	8732	4901	4297	6604
Tcf4	1120	319	455	2491	472	642	1493	519	771	3248	712	692	3272
Tcf7	116	1980	1624	146	1071	929	102	1396	990	576	4336	2720	586
Tcf7l1	29	98	60	39	72	43	36	92	80	104	213	98	98
Tcf7l2	3	57	5	9	32	1	7	42	5	12	106	6	7
Tcfl5	2	22	8	3	15	14	6	11	14	15	14	18	14
Tchh	0	0	0	0	0	0	0	0	0	0	0	0	0
Tchhl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tchp	451	531	362	539	250	426	520	402	349	1184	667	446	820
Tcirg1	1016	940	962	1197	498	1265	1401	963	1163	2570	1355	1484	1562
Tcl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0	0	2	0	2	0	0	0
Tcl1b3	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0	0	0	0	1	0	0	0
Tcl1b5	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcn2	187	190	234	183	98	297	243	162	403	359	189	290	312
Tcof1	9176	5840	3857	8797	2438	4800	11773	5454	4283	17981	7521	5333	12988
Tcp1	13226	5101	4469	16171	3607	5680	16281	5864	4517	19247	4895	3974	15923
Tcp1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcp10a	0	5	0	0	1	1	2	2	2	0	6	0	0
Tcp10b	0	4	5	0	6	1	2	3	0	4	14	6	2
Tcp10c	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcp11	35	132	94	26	75	72	32	97	89	58	151	107	47
Tcp11l1	86	102	59	143	73	77	82	72	51	165	56	58	205
Tcp11l2	124	3473	2131	179	1940	1590	221	2479	1939	265	4752	3163	270
Tcp11x2	0	0	0	0	0	0	1	1	0	0	0	0	0
Tcrg-C1	8	987	258	28	1231	295	23	1919	342	9	739	178	18
Tcrg-C2	45	665	220	131	653	370	77	1053	170	29	744	171	105
Tcrg-C3	0	13	1	0	14	3	0	10	3	0	9	1	2
Tcrg-C4	17	307	142	90	552	205	52	1057	219	27	316	128	21
Tcrg-V3	0	0	2	0	0	1	0	1	0	0	1	0	0
Tcrg-V4	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcrg-V5	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcrg-V6	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcrg-V7	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcstv1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcstv3	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcta	189	311	259	217	137	241	226	282	214	337	379	315	285
Tcte1	0	10	1	0	4	2	3	2	4	0	1	0	3
Tcte2	31	39	47	72	32	50	46	51	63	96	75	68	88
Tcte3	0	0	0	0	0	0	0	0	0	0	0	0	0
Tctex1d1	22	165	196	61	124	152	46	219	160	46	61	43	58
Tctex1d2	97	12	12	95	5	9	107	22	22	262	24	12	269
Tctex1d4	31	61	60	41	51	65	17	106	56	42	24	18	20
Tctn1	276	244	238	372	197	227	287	325	334	936	501	422	735
Tctn2	65	16	9	77	13	8	77	15	16	96	17	11	86
Tctn3	339	290	233	476	246	243	365	276	200	696	344	318	528
Tdg	2700	1343	1134	3168	807	1589	3496	1301	1612	5689	1889	1929	4358
Tdg-ps	10	2	5	14	1	4	14	4	3	17	2	8	12
Tdgf1	4	18	5	5	13	9	3	9	7	10	35	17	5
Tdgf1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdgf1-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdh	0	1	2	0	1	0	0	1	2	1	0	0	0
Tdo2	5	309	145	53	313	167	45	187	167	52	286	273	54
Tdp1	1709	973	884	2164	716	1276	1848	855	898	4143	1416	1354	3675
Tdp2	1153	953	683	2225	787	955	1430	946	777	2547	1339	1092	2261
Tdpoz1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz4	0	0	0	1	0	0	1	0	0	0	0	0	0
Tdpoz5	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpx-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd1	0	0	0	1	0	0	0	1	1	0	0	0	0
Tdrd12	2	13	11	9	8	9	2	9	11	7	8	14	7
Tdrd3	1182	2678	1984	3314	2622	1935	1496	1800	1650	3723	3887	3748	3266
Tdrd5	0	15	6	0	28	4	3	47	4	3	37	5	1
Tdrd6	0	3	0	0	0	1	2	0	1	1	4	1	1
Tdrd7	243	80	41	325	86	83	254	58	64	708	96	50	482
Tdrd9	18	9	3	55	14	13	16	9	6	92	15	10	35
Tdrkh	298	165	44	392	66	55	392	207	61	319	217	59	453
Tdrp	74	3827	651	43	1862	275	42	2821	490	280	5228	1132	182
Tead1	56	3	6	92	5	7	33	3	5	255	6	19	131
Tead2	23	204	153	85	193	212	53	177	269	133	452	407	147
Tead3	58	38	33	103	30	42	55	103	70	134	63	24	101
Tead4	2	0	1	0	0	0	4	0	0	6	2	0	2
Tec	1325	3433	2382	3065	2941	2295	1596	3118	2173	3721	5258	3252	2880
Tecpr1	2647	8872	5348	2868	5252	6911	3668	9393	7826	6542	13771	7676	5470
Tecpr2	1400	890	712	1868	537	773	1227	700	649	3695	1486	1036	2726
Tecr	3556	2546	1883	3391	1286	2599	4930	2564	2366	6799	3694	2874	5842
Tecrl	0	1	0	0	1	0	0	0	0	0	0	1	0
Tecta	0	41	18	1	32	7	3	25	18	11	36	38	7
Tectb	0	0	1	0	0	0	0	0	0	0	1	0	0
Teddm1a	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm1b	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm2	14	213	95	10	234	72	9	209	126	23	490	294	21
Teddm3	0	2	0	0	0	0	0	2	0	0	2	0	0
Tef	646	896	694	791	538	661	889	992	1113	1314	1820	1535	1067
Tefm	282	535	473	435	424	365	364	729	378	533	599	593	437
Tek	3	5	3	13	7	3	9	11	6	23	12	15	5
Tekt1	0	1	1	0	0	1	0	0	0	2	1	0	0
Tekt2	1	1	0	4	1	3	2	3	2	8	4	4	6
Tekt3	0	0	0	1	0	0	2	0	1	2	0	0	1
Tekt4	0	0	0	0	0	0	1	0	0	0	0	0	0
Tekt5	0	0	1	1	1	1	1	5	3	3	2	1	0
Telo2	1064	996	763	1301	614	878	1306	1087	961	2304	1441	1300	1909
Ten1	438	806	577	661	555	685	663	723	752	780	1080	916	736
Tenm1	46	173	101	152	136	65	45	77	73	119	94	65	58
Tenm2	0	5	2	5	4	0	4	1	3	9	6	4	5
Tenm3	1	31	39	7	129	36	5	53	57	6	89	124	5
Tenm4	98	13	14	148	14	10	135	31	16	233	23	16	271
Tep1	1709	1451	1643	1903	891	1901	2191	1210	1850	3720	1938	2521	3117
Tepp	15	43	24	15	30	36	20	49	39	28	39	24	14
Tepsin	426	357	292	350	147	317	411	281	274	780	472	369	630
Terb1	13	32	12	26	22	17	23	19	15	44	21	19	24
Terb2	2	1	1	5	1	0	1	0	0	4	3	2	2
Terc	611	1836	1428	418	469	881	644	2016	711	631	587	603	576
Terf1	1245	2139	1726	4132	2823	2327	1745	1948	2223	3885	3608	3115	3403
Terf2	1682	2359	1829	2517	1553	2096	2050	2104	2117	4495	3910	3481	4381
Terf2ip	672	620	403	567	278	500	733	417	421	902	699	564	716
Tert	232	37	70	223	23	88	176	33	73	573	68	106	583
Tes	0	0	0	0	0	0	0	0	0	0	0	0	0
Tesc	160	648	223	207	285	243	194	701	284	398	1111	489	352
Tescl	0	0	0	0	0	0	1	0	0	1	0	0	0
Tesk1	334	462	245	292	129	279	457	347	217	421	408	319	378
Tesk2	156	507	277	448	852	304	163	675	469	625	1536	709	541
Tesmin	29	28	24	22	17	33	24	16	25	31	28	14	32
Tespa1	1229	1371	790	3145	1541	1001	1174	1362	1444	3980	3190	1919	3594
Tet1	57	350	115	70	503	202	80	489	241	173	764	302	191
Tet2	4215	4226	4241	7041	4328	4151	4008	3551	5205	11624	8116	7632	8547
Tet3	6213	15314	10377	8220	9441	9255	6623	13439	11498	18218	29404	21891	12834
Tex10	1886	3021	2452	4498	2881	2528	2554	2348	2452	4303	4064	3693	3677
Tex101	0	0	0	0	0	0	0	0	1	0	1	0	0
Tex11	2	4	4	1108	746	507	75	63	42	2	4	3	10
Tex12	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex13a	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	0	0	0	1	0	0	0	0
Tex13c1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex13c2	14	0	0	13	1	2	7	0	0	28	0	0	20
Tex13c3	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex14	920	1245	1070	1103	620	1037	647	1486	858	677	461	266	379
Tex15	582	55	77	1298	55	165	743	78	124	1231	48	77	869
Tex16	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.1	0	0	1	0	0	0	0	0	0	0	0	0	0
Tex19.2	0	0	0	0	0	0	0	0	0	2	0	0	0
Tex2	5241	2706	3845	8703	2195	4725	6853	3055	6261	13656	6019	5990	13605
Tex21	6	2	2	28	3	3	13	2	0	14	6	2	7
Tex22	30	95	33	24	69	27	19	72	44	30	104	42	35
Tex24	0	0	0	0	0	0	0	0	0	0	0	1	0
Tex26	2	1	0	0	2	1	1	8	0	3	5	0	0
Tex261	2039	2282	1487	2113	1023	1977	2717	2167	1963	3434	2422	1830	2647
Tex264	1052	1759	1483	1368	971	1566	1325	1440	1585	2436	2429	2248	1793
Tex28	0	0	0	0	0	1	0	0	0	1	0	0	0
Tex29	6	65	20	20	40	16	12	37	26	29	45	32	19
Tex30	439	324	220	839	216	238	476	360	185	753	270	198	578
Tex33	0	0	0	0	0	0	0	1	0	0	0	0	0
Tex35	0	0	0	0	0	0	1	0	0	0	1	0	0
Tex36	0	1	0	0	0	0	0	0	0	0	2	0	0
Tex37	1	0	0	0	1	0	3	0	1	1	0	0	0
Tex38	7	25	13	11	14	7	7	13	13	26	18	14	10
Tex43	3	31	14	20	26	18	20	46	9	36	27	6	12
Tex44	1	0	1	1	0	0	0	0	0	0	0	4	0
Tex45	9	395	80	26	159	172	9	132	74	10	114	46	6
Tex46	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex47	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex48	1	17	11	3	5	1	1	10	4	1	32	26	2
Tex50	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex9	524	553	288	1125	627	594	674	479	592	1932	1204	786	1708
Tfam	1584	2230	1568	2173	1228	1840	2024	2314	1611	2977	2254	1824	2612
Tfap2a	3	7	8	14	5	9	6	9	7	11	7	3	6
Tfap2b	0	0	0	0	0	0	1	0	0	0	0	0	0
Tfap2c	0	0	0	1	0	1	0	1	0	0	0	1	0
Tfap2d	7	5	4	10	4	5	4	7	4	15	3	4	2
Tfap2e	22	65	39	38	60	52	30	54	47	83	44	17	29
Tfap4	947	1189	716	1319	586	892	1440	1119	709	1919	1603	1179	1687
Tfb1m	422	368	333	658	410	362	438	378	319	832	660	455	867
Tfb2m	549	999	725	1255	855	746	863	1015	787	1303	1595	1283	1167
Tfcp2	377	687	519	526	441	423	356	553	386	904	1433	1373	1097
Tfcp2l1	7	8	4	33	4	7	22	10	6	32	17	16	13
Tfdp1	9212	4584	3269	12421	3596	4924	11383	5193	3801	21681	7409	5922	18592
Tfdp2	1892	1897	1505	4289	1770	1857	2576	1617	1601	5461	2825	1917	4401
Tfe3	863	649	617	807	265	737	1000	599	619	1457	638	678	1009
Tfeb	731	946	840	1063	636	933	867	808	1028	2061	1687	1304	1574
Tfec	0	0	0	1	0	1	4	0	0	8	2	0	4
Tff1	5	0	0	0	0	0	7	0	0	13	0	0	1
Tff2	0	2	0	0	0	0	0	1	0	0	0	0	0
Tff3	1	9	13	0	8	10	1	5	10	1	1	3	0
Tfg	1797	1429	1283	2907	1383	1388	2205	1175	1309	3533	1825	1616	2619
Tfip11	2018	1446	1155	2000	608	1512	2789	1344	1364	3173	1482	1132	2532
Tfpi	192	312	145	298	233	125	219	250	127	304	368	201	324
Tfpi2	3	2	0	2	0	1	2	0	1	0	0	0	0
Tfpt	564	502	435	619	300	483	726	537	468	1260	811	699	968
Tfr2	3	1	0	6	0	3	13	2	4	12	2	4	27
Tfrc	29881	10302	8316	61050	9564	8668	37080	9397	7077	38194	13073	10757	31141
Tg	3033	712	908	4026	804	1003	3425	744	1571	10042	1022	931	5828
Tgds	300	350	301	500	351	303	334	434	504	877	841	853	766
Tgfa	4	1	4	12	3	6	5	1	13	6	1	2	3
Tgfb1	7849	2804	2771	6503	1342	4014	9590	2839	3575	12149	3496	3066	9984
Tgfb1i1	18	89	61	15	66	35	20	67	74	24	193	182	32
Tgfb2	17	56	31	50	35	29	18	33	31	59	92	51	37
Tgfb3	88	91	85	154	69	124	133	75	154	176	87	61	213
Tgfbi	0	0	0	0	0	1	0	0	1	0	0	0	0
Tgfbr1	778	3058	2065	2760	3592	2220	1216	2529	2615	1853	4956	3914	2130
Tgfbr2	3565	16343	10378	6504	10123	11195	4967	13484	12948	9894	23024	14352	8467
Tgfbr3	803	2634	1547	1583	2609	1572	1152	2596	1840	2183	4175	2218	1720
Tgfbr3l	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbrap1	1025	1888	1212	1435	1186	1151	1298	1654	1094	2463	2630	2051	1972
Tgif1	1054	1398	1554	1459	674	1128	1199	1708	1260	2129	1230	1164	1713
Tgif1-ps	0	0	0	1	0	0	0	0	0	3	0	0	1
Tgif2	183	340	249	303	137	271	201	222	307	440	226	179	303
Tgif2-ps1	0	0	0	0	0	0	0	0	0	0	1	0	0
Tgif2-ps2	1	0	0	0	0	0	0	0	0	0	0	0	1
Tgif2lx1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm1	16	46	17	19	33	47	55	41	30	68	42	31	64
